number,country,org
328065,ZZ,-Reserved AS-
328064,ZA,LCOM-AS
328063,ZA,E-Com-Cloud-AS
328062,EG,Audi-Bank-AS
328061,KM,TELCO-SA-AS
328060,ZZ,-Reserved AS-
328059,ZA,Bubblestorm-Mgmt-AS
328058,ZZ,-Reserved AS-
328057,ZA,DaD-Tactical-AS
328056,ZZ,-Reserved AS-
328055,MA,N-PLUS-ONE-AS
328054,GH,Univ-Development-AS
328053,NG,Sterling-Bank-AS
328052,EG,Orascom-Construction-AS
328051,ZA,GO-Communications-Net-AS
328050,ZZ,-Reserved AS-
328049,ZA,Haupt-Online-AS
328048,TN,La-Poste-Tunisienne-AS
328047,ZA,Jenny
328046,ZZ,-Reserved AS-
328045,ZA,Multichoice-Support-Services-AS
328043,ZA,Clickatell-AS
328042,ZZ,-Reserved AS-
328041,ZA,Hollywood-Sportsbooks-AS
328040,ZZ,-Reserved AS-
328039,ZA,JSDAAV
328038,ZA,Hitec-Sure-AS
328037,ZA,Elitehost
328036,ZA,Wifi-Resources-Afrinic
328035,NG,Zeta-Web-Nigeria-AS
328034,NG,BRIGHT-TECH-AS
328033,ZZ,-Reserved AS-
328032,ZA,Routed-Hosting
328031,ZZ,-Reserved AS-
328030,ZA,THREE6FIVE
328029,ZA,Web-Telecom-Services
328028,ZA,AS-TELKOM-RETAIL
328027,NG,Sahara-Group
328026,ZZ,-Reserved AS-
328025,CI,VEONE
328024,ZA,JACQCO-MANAGEMENT
328023,ZZ,-Reserved AS-
328022,TZ,MWANXA-IXP-mgmnt
328021,ZZ,-Reserved AS-
328020,ZA,Gardale-Solutions
328019,MU,ATCOMM-BROADBAND-SERVICES-LTD
328018,TZ,National-Housing-Corporation
328017,TZ,TCRA-TZCERT
328016,ZA,Netdirect
328015,UG,Sombha-Solutions
328014,RW,RINEX
328013,ZA,ISPAfrika
328011,EG,Children-Cancer-Hospital
328010,BF,Burkina-IX-MNGNT
328009,ZA,BEONLINE
328008,MR,RIMIX
328007,ZZ,-Reserved AS-
328006,ZA,Ekurhuleni-Metropolitan-Municipality
328005,ZZ,-Reserved AS-
328004,CD,ICTSI-DR-CONGO
328003,CD,STANDARD-TELECOM-CONGO
328002,ZZ,-Reserved AS-
328001,ZA,SATSOFT
328000,CD,Banque-Commerciale-Du-Congo
327999,ZZ,-Reserved AS-
327998,ZZ,-Reserved AS-
327997,ZZ,-Reserved AS-
327996,ZA,ACCELERIT
327995,ZZ,-Reserved AS-
327994,KE,Britam-Holdings-Limited
327993,ZZ,-Reserved AS-
327992,GH,GHANAIAN-ACADEMIC-AND-RESEARCH-NETWORK
327991,ZA,MEGASURF-WIRELESS-INTERNET
327990,SL,AI-NETWORKS-LIMITED
327989,MA,GeniousMorocco
327988,ZA,CAPITEC-BANK-LIMITED
327987,ZA,Webstorm
327986,NG,GUTTI-GLOBAL-NETWORKS
327985,NG,IDS-AFRICA
327984,ZA,TRG1
327983,ZA,Interworks-Wireless-Solutions
327982,ZA,Sithabile-Technology-Services
327981,NG,Ekovolt-Telco
327980,ZA,FASTHOSTING
327979,ZA,DIAMATRIX
327978,CD,ISS
327977,KE,FAMILY-BANK
327976,ZZ,-Reserved AS-
327975,TD,ILNET-TELECOM
327974,CI,CI-ART
327973,ZZ,-Reserved AS-
327972,KE,Mawingu-Networks-Ltd
327971,ZW,FBC-Holdings
327970,ZZ,-Reserved AS-
327969,TN,Arab-Tunis-Bank
327968,ZA,Digicall-Solutions
327967,ZZ,-Reserved AS-
327966,ZA,FJ-Wiese-CC
327965,GH,ARB-APEX-BANK
327964,ZZ,-Reserved AS-
327963,KE,GEONET
327962,ZA,PacketSky
327961,ZA,SPEER-MANAGEMENT-SERVICES
327960,ZA,PC-MANIACS
327959,ZZ,-Reserved AS-
327958,ZA,SA-AIRLINK
327957,ZA,HERO-TELECOMS
327956,ZZ,-Reserved AS-
327955,ZZ,-Reserved AS-
327954,ZA,Smart-Technology-Anycast
327953,NG,ABUJA-ELECTRIC
327952,NG,AS-NATCOM
327951,MZ,AS-INCM
327950,ZA,AS-IZWI
327949,ZA,AS-HOLLARD
327948,ZZ,-Reserved AS-
327947,GH,KNUST-
327946,ZA,MESH-TELECOM
327945,KE,ILRI
327944,GH,AIFM
327943,ZA,MEZOBYTE
327942,NG,LANDMARK-UNIVERSITY
327941,MW,SIMBANET-MALAWI
327940,ZZ,-Reserved AS-
327939,ZZ,-Reserved AS-
327937,CD,Smile-Communication-DRC
327936,ZA,KiboConnect
327935,ZA,iSPACE
327934,TN,Tunisie-Telecom
327933,ZZ,-Reserved AS-
327932,AO,CONNECTIS-DATA-ANGOLA
327931,DZ,Optimum-Telecom-Algeria
327930,ZZ,-Reserved AS-
327929,ZZ,-Reserved AS-
327928,GH,Consolidated-Bank-Ghana
327927,KE,Laborex-Kenya
327926,ZA,Technolutions-Pty-Ltd
327925,ZZ,-Reserved AS-
327924,NG,EXCELSIMO-NETWORKS
327923,ZA,PayInc-SA
327922,ZA,Perlcom-iSPOT
327921,LY,Bait-Ashames-for-Data-Communication
327920,CM,AVS-TELECOM-SARL
327919,MU,MC-Vision
327918,AO,AEID
327917,MA,DGSSI
327916,ZZ,-Reserved AS-
327915,NG,AS-UPH
327914,MU,MPLS-EMEA
327913,MU,VPLS-EMEA
327912,TZ,National-Health-Insurance-Fund
327910,ZA,Cloud-On-Demand
327909,ZA,iONLINE-ISP
327908,ZA,ECOTECH-Converge
327907,ZA,Paw-Paw-Wireless
327906,KE,EMBARQ
327905,TZ,TTCL
327904,ZM,ZICTA
327903,SL,MICG
327902,ZZ,-Reserved AS-
327901,ZA,Level7-AS
327900,TZ,SIMPLYCONNECT-Simply-Computers
327899,RW,BSC
327898,NG,CBC-EMEA
327897,ZA,ATEC-Systems
327896,ZA,BIZVOIP
327895,NG,MEGAFAST-NETWORKS
327894,ZA,Desktop-Network-Solutions
327893,ZA,LEGENDS-CONNECT
327892,ZA,BETHNET-CC
327891,NG,NANOCOM
327890,GH,GHANA-IXP-MNGNT
327889,ZA,WATCHTOWER-RSA
327888,TZ,NMB-BANK-Public-Limited-Company
327887,LR,Liberia-IXP-Management
327886,GH,Central-University-AS
327885,TZ,Viettel-Tanzania
327884,KE,I-and-M-Bank
327881,SD,NICDC
327880,ZA,ShowMax
327879,CD,AJYWA-TELECOM
327878,ZZ,-Reserved AS-
327877,DZ,EBS
327876,GA,Societe-TLDC
327875,CD,ISPA-DRC-CONTENT
327874,RE,PYXISE-SARL
327873,ZZ,-Reserved AS-
327872,ZA,IBITS-Internet
327871,BF,ANPTIC
327870,CD,GBS-DRC
327869,ZZ,-Reserved AS-
327867,ZA,ADvTECH
327866,MG,Madagascar-IX-MGMT
327865,NA,MTN-BUSINESS-NAMIBIA
327864,TD,ALBIDEYNET
327863,ZW,UNIVERSITY-OF-ZIMBABWE
327862,CV,NOSi
327861,SC,ICT-Department-Seychelles-Govt
327859,TZ,Capital-Technologies
327858,ZA,CloudConnect-Networks
327857,ZZ,-Reserved AS-
327856,ZZ,-Reserved AS-
327855,ZZ,-Reserved AS-
327854,ZZ,-Reserved AS-
327853,GH,CEIB
327852,TZ,TISPA-AIXP-MNGNT
327851,ZA,Prepaid-Utilities-World
327850,ZA,XON-SYSTEMS
327849,ZA,ROCKETNET
327848,GH,HFC-Bank
327847,ZZ,-Reserved AS-
327846,EG,Wadi-Degla-Investments-WDI
327845,GH,Sage-Petroleum
327844,TZ,TISPA-TIX-MANAGEMENT
327843,NG,PAN-ATLANTIC-UNIVERSITY
327842,NA,Trustco-Group-Holdings
327841,ZZ,-Reserved AS-
327840,ZA,RAIN-GROUP-HOLDINGS
327839,ZA,Woolworths
327838,EG,EGYPT-LINX
327837,SC,SEY-IX-MANAGEMENT
327836,TD,OTRT-IXP-CHAD
327833,AO,CENTRAL-8
327832,ZA,Safcor-Freight
327831,DJ,Djibouti-Data-Center
327830,BW,Concerotel-Botswana
327829,CG,SKYTIC-TELECOM
327828,SO,Somali-Optical-Networks
327826,ZA,SAFRICOM
327824,ZA,Converged-Telecoms
327823,ZZ,-Reserved AS-
327822,ZA,Airpark-Beaufort-West
327821,MU,MIXP-mgmnt
327820,CM,SWECOM
327819,TZ,AZAM-MEDIA
327818,BJ,BENIN-IX
327817,ZA,LADYSMITH-WIRELESS-SOLUTIONS
327816,ZZ,-Reserved AS-
327815,ZZ,-Reserved AS-
327814,GH,Ecoband
327813,ZA,HA-VPS-NET
327812,ZA,Metacom
327811,ZZ,-Reserved AS-
327810,NG,MERISTEM-SECURITIES
327809,SN,ARC-Informatique
327808,ZA,Tesuco-Telecommunications
327807,ZZ,-Reserved AS-
327806,AO,CNTI-AS
327805,ZA,Bundu-NetworX
327804,ZA,TRUSC
327803,NG,COSCHARIS-TECHNOLOGIES
327802,TD,MILLICOM-CHAD
327801,AO,Banco-Sol
327799,BI,VIETTEL-BURUNDI
327798,BI,BERNET
327797,CD,COWS
327796,GA,GABON-IX
327795,TZ,Tanzania-e-Government-Agency
327794,ZA,CLEAR-ACCESS
327793,KE,WORLD-VISION
327792,TZ,Computer-Sales-Services
327791,ZA,Centracom
327790,ZA,Wirels-Connect
327789,KE,CSSL
327788,AO,ANGOLA-IX
327787,ZA,AMPATH
327786,SS,TELECOM-4G
327785,ZZ,-Reserved AS-
327784,NG,FIDELITY-BANK
327783,ZZ,-Reserved AS-
327782,ZA,METROFIBRE-NETWORX
327781,ZA,HERO-TELECOMS
327780,KE,Intersat-2014
327778,TZ,bot-go-tz
327777,ZA,LIQUIDCLOUD
327776,BW,Stature-PTY-LTD
327775,AO,AO-IXPmgmnt
327774,TZ,TANZANIA-POSTAL-BANK
327773,CI,Guichet-Unique-du-Commerce-Exterieur
327772,ZA,FULLOUTPUT-1086cc
327771,TZ,MILAN-CABLE
327770,ZW,Telecel
327769,GW,MTN-Bissau
327768,SO,SOMCAST-NETWORKS
327767,ZA,ULTIMATE-LINUX
327766,KE,TECHPITCH-LTDKENYA
327765,SZ,SwaziMTN-Ltd
327764,SO,SomaliREN
327763,NG,Bowen-University
327762,SZ,SPTC
327761,ZA,Oxygn-ISP
327760,BW,ELECTRO-METIC
327759,MZ,SGS-MCNET
327757,BW,ICT-DYNAMIX
327756,TD,AIRTEL-
327755,RW,ORNL
327754,ZA,RMS-Powertronics
327753,KE,SBM-BANK-KENYA
327752,LY,RAWAFED-LIBYA
327751,ZA,LANDYNAMIX
327750,ZA,JENNY-INTERNET
327749,ZA,Digi-Outsource
327748,KE,COOP-BANK-KENYA
327747,SO,SAHAL-TELECOM
327746,CI,DATACONNECT-AS
327745,ZA,WIFIBRE
327744,ZZ,-Reserved AS-
327743,ZZ,-Reserved AS-
327742,SO,SOMALI-WIRELESS
327741,CM,INFOGENIE-AS
327740,ZZ,-Reserved AS-
327738,CD,AFRICELL-DRC
327737,ZA,CSBT
327736,LY,TRANS-SAHARA
327735,ZZ,-Reserved AS-
327734,BI,ECONET
327733,ZA,SAICOM
327732,SO,DALKOM-SOMALIA
327730,TZ,PPF
327729,NG,BABCOCK-UNIV
327728,TZ,CTV
327727,UG,C-SQUARED
327726,ZA,Newtelco
327725,ST,UnitelSTP
327724,UG,NITA
327723,ZZ,-Reserved AS-
327722,ML,COMSATES
327721,NG,Interswitch
327720,ZZ,-Reserved AS-
327719,GM,sixp
327718,TN,ATI-DNS
327717,ZZ,-Reserved AS-
327716,BW,Microteck-AS
327715,ZA,HERO-TELECOMS
327714,TZ,ComNet-
327713,KE,Equity-AS
327712,DZ,ATM
327711,NE,AIRTEL-NIGER
327710,CI,ORANGE-COTE-IVOIRE
327709,SC,AIRTEL-
327708,RW,AIRTEL-
327707,RW,AIRTEL-
327706,TZ,Power-and-Network-Backup
327705,NG,FUTA
327704,NG,MEDALLION
327703,ZA,Adept
327702,ZZ,-Reserved AS-
327701,ZA,SABINET
327700,MZ,MoRENet
327699,MG,AIRTELMADA
327698,ZA,BInfraco
327697,RE,TELCO-OI-AS
327696,BW,BINX-MGMT-AS
327695,GH,AITI
327694,NA,NAMPOWER
327693,ZA,ECHO-SP
327692,ZZ,-Reserved AS-
327691,AO,BMAS-AS
327690,ZZ,-Reserved AS-
327689,KE,WEBRUNNER
327688,ZA,screamer
327687,UG,RENU
327686,ZZ,-Reserved AS-
327685,ZA,RAIN-GROUP-HOLDINGS
327684,NG,ipartners
327683,ZA,POSIX-AFRICA
275631,BR,CONEXAO ZN LTDA
275630,BR,NETLINK LTDA - ME
275629,BR,STARNET TELECOM E INFORMATICA EIRELI
275628,BR,MEGANET TELECOMUNICACOES LTDA
275627,BR,Jemf Redes de Telecomunicacoes e Informatica LTDA
275626,BR,BOLHANET telecomunicacoes
275625,BR,A M GUERREIRO COMERCIO E SERVICOS DE C M SCM LTDA
275624,BR,KRONOS NETWORK INFORMATICA E COMUNICACAO LTDA
275623,BR,E P DE ARAUJO LTDA
275622,BR,Tecnomarra Solucoes em Seguranca Ltda
275621,BR,CARBON SERVICOS DE INTERNET LTDA
275620,BR,COOPERATIVA CENTRAL DE CREDITO URBANO - AILOS
275619,BR,Apoio Digital Ti
275618,BR,VIVIT TELECOMUNICACOES LTDA
275617,BR,Conecta RS Solucoes em TI LTDA
275616,BR,FB TELECOMUNICACOES LTDA
275615,BR,R de Abreu Machado
275614,BR,ALTA - America Latina Telecomunicacoes Avancadas
275613,BR,QUEIROZ & FREITAS COMERCIO E SERVICOS LTDA
274844,BR,INNOVA PROVEDOR DE INTERNET LTDA
274843,BR,TURBONET TELECOM PRODUTOS E SERVICOS INFORMATICA
274842,BR,MonteNet Telecomunicacoes
274841,BR,L&A CARVALHO COMERCIO DE INFORMATICA E PAPELARIA
274840,BR,A. S. DANTAS
274839,BR,A SANTOS SERVICOS DE TELECOMUNICACAO EIRELI
274838,BR,GCN SOLUCOES DE TECNOLOGIA E CLOUD HOSTING
274837,BR,L e J Comercio e Servicos de Telecomunicacao LTDA
274836,BR,RIO AZUL TELECOM LTDA
274835,BR,GIGANET PERDIZES LTDA
274834,BR,RVK Provedor de Internet Ltda - ME
274833,BR,TELMIG TELECOM LTDA
274832,BR,Unidos Net provedor LTDA
274831,BR,Hope Telecom LTDA
274830,BR,WECONNECTTECH LTDA
274829,BR,ACM NETWORKS
274828,BR,Evandro Oliveira Fonseca ME
274827,BR,Akahosting do Brasil
274826,BR,EASY NET TELECOM LTDA ME
274825,BR,LAINER TELECOMUNICACOES LTDA
274824,BR,STI - SERVICOS DE TECNOLOGIA INTERNET LTDA
274823,BR,ISAQUE BRUMEL DA SILVA
274822,BR,ECONET SERVICOS DE TELECOMUNICACOES LTDA
274821,BR,J GOMES DA SILVA
274820,BR,I CEZAR OLIVEIRA FECHINE
274819,BR,Guapnet Servicos em Telecomunicacoes Ltd
274818,BR,CONEXAO MAIS EMPRESA DE TELECOMUNICACOES LTDA
274817,BR,Oficial 7 internet eireli
274816,BR,CONECTA NET LTDA
274815,BR,AHA DE SOUSA SERVICO DE INTERNET
274814,BR,W. C. ARAUJO
274813,BR,Santos & soares
274812,BR,JM FIBRA COMUNICACAO MULTIMIDIA LTDA
274811,BR,Sip Talk Brasil LTDA
274810,BR,JOSUE VEIGA DE SOUZA
274809,BR,FLC Pomin
274808,BR,G5 FIBRA LTDA
274807,BR,ROCKET TECNOLOGIA LTDA
274806,BR,DEXNET PROVEDOR DE INTERNET LTDA
274805,BR,Rcz solucoes em informatica ltda
274804,BR,WIGOLD LTDA
274803,BR,CONECTAR BRASIL LTDA
274802,BR,SUPERNET LINE SERVICO DE COMUNICACOES LTDA
274801,BR,NEXNET TELECOM LTDA
274800,BR,WS-NET TELECOMUNICACOES LTDA
274799,BR,AVGNET TELECOM LTDA
274798,BR,1 CLICK TELECOM LTDA
274797,BR,Net Mania
274796,BR,ONENET TELECOMUNICACOES LTDA
274795,BR,Verteron Datacenter LTDA
274794,BR,Hiper Telecom
274793,BR,PLANCK DATA CENTERS LTDA
274792,BR,Goias MP Procuradoria Geral de Justica
274791,BR,FIBER POINT SERVICOS DE COMUNICACOES MULTIMIDIA LT
274790,BR,LEGACY TELECOM LTDA
274789,BR,LUSOTEC NET EIRELI
274788,BR,J R NET LTDA
274787,BR,Maxima Telecom
274786,BR,TF TELECOM LTDA
274785,BR,Pontoinfor Comunicacao Ltda.
274784,BR,CONNEC TELECOMUNICACOES E INFORMATICA LTDA EPP
274783,BR,Rio Fibra Telecomunicacoes LTDA
274782,BR,CYBER NET TELECOM
274781,BR,BARRA CONNECT PROVEDOR DE INTERNET E COMERCIO LTDA
274780,BR,Worknet Telecom Ltda
274779,BR,RAPIX TELECOM LTDA
274778,BR,ZENLAYER TECNOLOGIAS LTDA
274777,BR,MARIA P. FONTENELE SOUZA
274776,BR,ACRLINK SERV TECNOLOGIA EM INTERNET LTDA
274775,BR,ecotelecom provedor de internet ltda
274774,BR,LORIEDSON BATISTA PEREIRA - ME
274773,BR,Bunkers Cloud Ltda
274772,BR,UP NET WORK INTERNET FIBRA OPTICA LTDA
274771,BR,TECSOIL AUTOMACAO E SISTEMAS S.A
274770,BR,NETWORK BRASIL TELECOMUNICACOES LTDA
274769,BR,SIMPLES IP COM. E SERV. DE TEC. DA INFORMACAO LTDA
274768,BR,ULTRANET VALE DO RIBEIRA LTDA
274767,BR,S M CORDEIRO DE MIRANDA INFORMATICA ME
274766,BR,MAIS FIBRA EMPRESARIAL LTDA
274765,BR,NETLIFE TECNOLOGIA EIRELI
274764,BR,E O DE LUCENA JUNIOR
274763,BR,NOREN TECNOLOGIA LTDA
274762,BR,MOBILELINK PROVEDOR DE SERVICOS DE INTERNET LTDA
274761,BR,ADELMO FELICIANO DA COSTA FERNANDES ME
274760,BR,celmo ferreira benincasa
274759,BR,BRIGHT TELECOM LTDA
274758,BR,Webzoom Telecomunicacoes LTDA
274757,BR,GRUPO TELECOM - JALLA
274756,BR,INOVA SOLUTIONS TECNOLOGIA DA INFORMACAO LTDA
274755,BR,Fundacao Getulio Vargas RJ - Praia de Botafogo
274754,BR,INOVANETBR TELECOM LTDA
274753,BR,FN Fibranet
274752,BR,Aviv Telecom LTDA
274751,BR,DE-CIX BRASIL LTDA
274750,BR,RNET SERVICOS DE INTERNET
274749,BR,Speed Connect
274748,BR,REGO & VAZ LTDA
274747,BR,APOLLO TELECOM - COMUN. MULT. E PROV. DE INT. LTDA
274746,BR,VYCENZZOO TELECOMUNICACOES LTDA
274745,BR,UAI TECNOLOGIA LTDA
274744,BR,ZIONET TELECOMUNICACOES E SERVICOS
274743,BR,FASTWEB TELECOMUNICACOES
274742,BR,Ello Tecnology LTDA
274741,BR,DIAMANTE GERACAO DE ENERGIA LTDA
274740,BR,S.M. DE MATOS
274739,BR,DE-CIX BRASIL LTDA
274738,BR,STEFANO FAUSTO DE OLIVEIRA COSTA - ME
274737,BR,Maia e Andrade Telecomunicacoes LTDA ME
274736,BR,ATUA INTERNET LTDA.
274735,BR,MAIKE DOUGLAS MACEDO SEBASTIAO ME
274734,BR,LNS - Linux and Network Solutions LTDA
274733,BR,COMPANHIA DE SANEAMENTO BASICO DO EST. DE SAO
274732,BR,LINKTEC INTERNET PIAUI
274731,BR,WVP TELECOM LTDA
274730,BR,AUDAKS TECNOLOGIA LTDA
274729,BR,NORTECOM TELECOMUNICACOES LTDA
274728,BR,VOE NETWORKS SERVICOS DE TELECOMUNICACOES LTDA
274727,BR,Megalink Provedor e Informatica LTDA
274726,BR,Giga Speed Provedor de acessi a internet LTDA
274725,BR,ASSOCIACAO LAB. INTER. DE E-ASTRONOMIA LINEA
274724,BR,ARACATUBA INTERNET LTDA
274723,BR,T. CANASSA TELECOM
274722,BR,MEGAFLEX Internet Telecom
274721,BR,M A COSTA MC NET - INTERNET RURAL
274720,BR,Loy S.A
274719,BR,PRO SYSTEM COMERCIO E TELECOMUNICACOES LTDA
274718,BR,Fundacao Bradesco - Rio de Janeiro
274717,BR,R NONATO SANTOS FREITAS INFORMATICA
274716,BR,GETICOM SOLUCOES EM TECNOLOGIA LTDA
274715,BR,CABO SAT PROJETOS E INSTALACOES LTDA
274714,BR,Net-Agro Servicos de Comunicacao LTDA
274713,BR,SOLUCOES SERVICOS INTERNET EIRELI
274712,BR,Prefeitura Municipal de Santa Maria
274711,BR,IB TELECOM FIBRA LTDA
274710,BR,JAQUELINE DA COSTA GOMES MORAIS
274709,BR,FERREIRA TELECOM LTDA
274708,BR,J M DE FREITAS BARROS LTDA
274707,BR,UP FOR NET LTDA
274706,BR,Infinity LTDA
274705,BR,PUMANET TELECOM LTDA
274704,BR,WFI TELECOM
274703,BR,DE-CIX BRASIL LTDA
274702,BR,RCS SERVICOS DE INSTALACAO EIRELI
274701,BR,GoCloud Solucoes em Nuvem SA
274700,BR,ALY FIBRA TECNOLOGIA E TELECOMUNICACOES LTDA
274699,BR,ORTYCOM LTDA
274698,BR,AMAZON TELECOM LTDA
274697,BR,Conectpr Telecomunicacoes Ltda
274696,BR,JHR TELECOMUNICACOES LTDA ME
274695,BR,G.PASI SERVICOS DE COMUNICACAO MULTIMIDIA LTDA
274694,BR,SUELEN DE AZEVEDO
274693,BR,Dhafnet Telecomunicacoes EIRELI
274692,BR,UNIQUELINK PROVEDOR DE INTERNET
274691,BR,Obbu Telecomunicacoes Ltda
274690,BR,SOFTPOLLUS GESTAO EMPRESARIAL LTDA
274689,BR,ISP SERVICOS DE INTERNET LTDA
274688,BR,ST SOLUCOES EM TECNOLOGIA LTDA - ME
274687,BR,ROMARIO DIAS DE CASTRO - ME
274686,BR,KIWI INTERNET LTDA
274685,BR,HS TELECOMUNICACAO E TECNOLOGIA LTDA
274684,BR,SERVICOS DE TI MT LTDA
274683,BR,JDS Internet LTDA
274682,BR,DE-CIX BRASIL LTDA
274681,BR,MINISTERIO PUBLICO DO ESTADO DO RIO DE JANEIRO
274680,BR,SPNET INTERNET FIBRA OPTICA LTDA
274679,BR,A2 CONNECT LTDA
274678,BR,NEXT FIBER INTERNET PARA TODOS LTDA
274677,BR,IEZ! TELECOM LTDA
274676,BR,MULTIWAY COMERCIO E REPRESENTACOES LTDA
274675,BR,PREANET ISP LTDA
274674,BR,CVS Telecomunicacoes LTDA
274673,BR,SOU ENERGIA E TELECOMUNICACOES
274672,BR,INOVANOC SOLUCOES EM SUPORTE LTDA
274671,BR,ABRP TEC SERVICOS DE COMUNICACAO MULTIMIDIA LTDA
274670,BR,Tribunal de Contas do Estado do Rio de Janeiro
274669,BR,CloudiNet Provedor de Internet
274668,BR,L V DOS SANTOS CARDOSO - COMUNICACOES
274667,BR,O3 CLOUD SOLUCOES EM TECNOLOGIA LTDA
274666,BR,Silva - Comunicacoes de Midias LTDA
274665,BR,CISLINK TELECOM COMERCIO E SERVICOS LTDA
274664,BR,UBBY INTERNET LTDA
274663,BR,ZAP FIBRA SERVICOS DE TELECOMUNICACOES LTDA
274662,BR,AJNET TELECOM
274661,BR,MEGA ROUTER TELECOM
274660,BR,NET START LINK TELECOM LTDA
274659,BR,J. Jacobsen
274658,BR,Simone Pastore ME
274657,BR,MAIS TELECOMUNICACOES LTDA
274656,BR,Netcom Tecnologia LTDA
274655,BR,LH TELECOMUNICACOES LTDA
274654,BR,multi system telecom ltda
274653,ZZ,-Reserved AS-
274652,BR,STARTLINK TELECOM
274651,BR,HC4W - SOLUCOES EM TECNOLOGIA E HOSPEDAGEM LTDA
274650,BR,Montech Informatica Ltda Me
274649,BR,NOC T.I Informatica LTDA - ME
274648,BR,OPENNET TELECOM
274647,BR,DMZ NET LTDA
274646,BR,EDILSON M DE ARAUJO
274645,BR,P P A CARVALHO SERVICOS DE COMUNICACAO
274644,BR,BRASUL NETWORKS
274643,ZZ,-Reserved AS-
274642,BR,TELECOMUNICACOES BRASILIA LTDA
274641,BR,JAAF SOLUCOES TECNOLOGIA LTDA
274640,BR,TOPNET MAIS LTDA ME
274639,BR,FIBRAVIP INTERNET BANDA LARGA LTDA
274638,BR,L C LEITAO SERVICOS DE TI LTDA
274637,BR,NETULTRA INTERNET E INFORMATICA LTDA
274636,BR,GORDINHO TELECOM
274635,BR,Brasil Banda Larga
274634,BR,J BRAUER ESTEVES - EIRELI
274633,BR,Francisco Wilson Garcia Junior EIRELI - LTDA
274632,BR,ZEE PROVEDOR DE INTERNET LTDA
274631,BR,O P SILVA
274630,BR,RMNET TELECOM
274629,BR,CITYDATA TELECOMUNICACOES LTDA
274628,BR,MARCOS JESUS DOS SANTOS INTERNET
274627,BR,Instituto Federal Sul de Minas Gerais
274626,BR,Lm Telecom LTDA
274625,BR,F RAMOS DOS SANTOS EIRELI ME
274624,BR,HZ Internet Telecom LTDA
274623,BR,E DA S SANTOS DIGITAL NET
274622,BR,NovaNet Informatica
274621,BR,TOP INFORMATICA LTDA
274620,BR,ULTRA NETT LTDA
274619,BR,ALA TELECOM LTDA
274618,BR,EZEQUIEL DE SOUSA ARAUJO
274617,BR,RAFAEL RIBEIRO DE SOUZA
274616,BR,DEEP CONNECT TELECOM LTDA
274615,BR,APSYS CLOUD TECNOLOGIA E INFORMATICA LTDA
274614,BR,VELOX NETWORK SOLUCOES TECNOLOGICAS LTDA
274613,BR,"J. A. SERVICOS TELECOM, SUPLIMENTOS DE PAPELARIA E"
274612,BR,CNA TELECOM LTDA
274611,BR,G-9 TELECOM SERVICOS DE INTERNET LTDA
274610,BR,NEXT BRASIL TELECOM LTDA
274609,BR,PROVIDER FIBRA LTDA
274608,BR,Rafhael Ferreira Gomes 00047816198
274607,BR,GHT Telecom
274606,BR,D C Rocha e Cia LTDA
274605,BR,CONECT FIBRA TELECOM
274604,BR,ZUMMNET LTDA
274603,BR,FJ TELECOM LTDA
274602,BR,CONNECT PREMIUM LTDA
274601,BR,IPROV TELECOM
274600,BR,Massa Telecomunicacoes Ltda
274599,BR,Silva & Silva Tecnologia e Fibra Optica LTDA
274598,BR,UAI NETEWORK TELECOM LTDA
274597,BR,Leal Net
274596,BR,Baron Sistemas de Informacao Ltda
274595,BR,TDI TECNOLOGIA
274594,BR,MASTER FIBRA TELECOM
274593,BR,IPSCAPE PROVEDOR DE INTERNET LTDA
274592,BR,Caximbo Network Eireli
274591,BR,IUNGO COMUNICACAO E CONECTIVIDADE LTDA
274590,BR,Caseto & Benetti EIRELI
274589,BR,UNION TELECOMUNICACOES E SERVICOS LTDA
274588,BR,RCD EXCELLENCE INFORMATICA E TELECOM LTDA
274587,BR,TWR TELECOMUNICACOES LTDA
274586,BR,A L ROSA COMUNICACAO MULTIMIDIA LTDA - LIFENET
274585,BR,COREVAULT DATACENTER LTDA
274584,BR,Infinity Solucoes em Telecomunicacoes Ltda
274583,BR,P. Cezario Delfino
274582,BR,GREENET SOLUCOES E CONEXOES LTDA
274581,BR,EVAR SOLUCOES EM TI LTDA
274580,BR,CANAA SERVICOS DE TELECOMUNICACAO LTDA
274579,BR,Connect Master
274578,BR,L. P. TAVARES TELECOMUNICACOES LTDA
274577,BR,AZZURA TECNOLOGIA DA COMUNICACAO LTDA
274576,BR,Vianet Informatica
274575,BR,Torreserver consultoria em Informatica LTDA
274574,BR,INOVAR TELECOMUNICACAO SERVICOS DE INTERNET LTDA
274573,BR,CAMARA MUNICIPAL DE JOAO PESSOA
274572,BR,ACTIVENET TELECOM SERVICOS MULTIMIDIA LTDA
274571,BR,Cconet Telecomunicacoes LTDA
274570,BR,Boa Net LTDA
274569,BR,ASK Corp
274568,BR,SECRETARIA DE ESTADO DA FAZENDA - SEFAZ-PB
274567,BR,Ms marques servicos de banda larga eireli
274566,BR,AGUIA TELECOMUNICACOES LTDA
274565,BR,NET GRUPPO TELECOMUNICACAO LTDA
274564,BR,Halver LTDA
274563,BR,EANET PROVEDOR LTDA
274562,BR,3E TELECOM SERVICOS E TECNOLOGIA LTDA
274561,BR,CRISTIANO TAUFFER
274560,BR,A B DE LA COLETTA
