region,country,version,ip,prefixlength,orgsflat
apnic,AU,ipv4,202.160.126.0,23,[38804;AU;DABSERV-AS-AU-AP Dabserv Pty Ltd]
apnic,AU,ipv4,202.162.64.0,23,[45610;AU;NGMGL-AS-AP Newcastle Greater Mutual Group Ltd][23722;AU;NGMGL-AS-AP Newcastle Greater Mutual Group Ltd]
apnic,AU,ipv4,202.162.66.0,24,[45278;AU;ANC-AS-AP Australian News Channel Pty Ltd]
apnic,AU,ipv4,202.162.74.0,24,[138200;AU;MPAMSHL-AS-AP MUFG PENSION & MARKET SERVICES HOLDINGS LIMITED][132484;AU;MPAMSHL-AS-AP MUFG PENSION & MARKET SERVICES HOLDINGS LIMITED][132385;AU;MPAMSHL-AS-AP MUFG PENSION & MARKET SERVICES HOLDINGS LIMITED][38232;AU;MPAMSHL-AS-AP MUFG PENSION & MARKET SERVICES HOLDINGS LIMITED]
apnic,AU,ipv4,202.164.26.0,24,[38825;AU;TPP-PL-AS-AP Third Party Platform Pty Ltd]
apnic,AU,ipv4,202.166.186.0,24,[139612;AU;CONTENTKEEPER-AS-AP-HQ ContentKeeper Technologies][136020;AU;CONTENTKEEPER-AS-AP ContentKeeper Technologies]
apnic,AU,ipv4,202.166.187.0,24,[38859;AU;PREMIERTECH-AU Premier Technologies Pty Ltd]
apnic,AU,ipv4,202.171.238.0,24,[45852;AU;BENDIGOBANK-AS-AP Bendigo and Adelaide Bank Limited]
apnic,AU,ipv4,202.172.6.0,24,[150679;AU;NSWFIRE-AS-AP NSW Fire Brigades]
apnic,AU,ipv4,202.176.14.0,24,[45762;AU;ACCESS-NETWORKS-AS Access Networks and Communications]
apnic,AU,ipv4,202.176.15.0,24,*
apnic,AU,ipv4,202.191.4.0,22,[133060;AU;ZETTAGRID-AS-AP Zettagrid Pty Ltd][132873;AU;ZETTAGRID-AS-AP Zettagrid Pty Ltd][132145;AU;ZETTAGRID-AS-AP Zettagrid Pty Ltd][131479;AU;ZETTAGRID-AS-AP Zettagrid Pty Ltd][45145;AU;ZETTAGRID-AS-AP Zettagrid Pty Ltd][37996;AU;ZETTAGRID-AS-AP Zettagrid Pty Ltd][18195;AU;ZETTAGRID-AS-AP Zettagrid Pty Ltd][7604;AU;ZETTAGRID-AS-AP Zettagrid Pty Ltd]
apnic,AU,ipv4,203.0.1.0,24,*
apnic,AU,ipv4,203.0.2.0,23,[134807;AU;SANTOS-AS-AP Santos Limited][45226;AU;SANTOS-MULTIHOME-AS-AP AS for multi homing ISPs at Adelaide HO]
apnic,AU,ipv4,203.0.19.0,24,*
apnic,AU,ipv4,203.0.25.0,24,*
apnic,AU,ipv4,203.0.27.0,24,[135668;AU;PSOPL-AS-AP Patrick Stevedores Operations Pty Ltd]
apnic,AU,ipv4,203.0.28.0,22,*
apnic,AU,ipv4,203.0.32.0,22,*
apnic,AU,ipv4,203.0.40.0,24,[55880;AU;UNIMELB-AS-AP The University of Melbourne][10148;AU;UNIMELB-AS-AP The University of Melbourne  Melbourne  Victoria]
apnic,AU,ipv4,203.0.41.0,24,*
apnic,AU,ipv4,203.0.68.0,22,[149861;AU;AUS-DEFENCE-AS-AP Australian Defence Organisation][147172;AU;AUS-DEFENCE-AS-AP Australian Defence Organisation][45870;AU;AUS-DEFENCE-AS-AU Lyle Williams - F3-1-70][24230;AU;AUS-DEFENCE-AS-MTN2 Australian Defence Organisation][24227;AU;AUS-DEFENCE-AS-MTN1 Australian Defence Organisation][18220;AU;AUS-DEFENCE-AS-AP Australian Defence Organisation]
apnic,AU,ipv4,203.0.80.0,24,[9913;AU;IIG-AS-AP Internet Information Group]
apnic,AU,ipv4,203.0.84.0,22,*
apnic,AU,ipv4,203.0.88.0,24,[134150;AU;CSIRO-RARN-AS-AP Commonwealth Scientific and Industrial Research Organisation][134111;AU;CSIRO-PAWSEY-AS-AP Commonwealth Scientific and Industrial Research Organisation][6262;AU;CSIRO Commonwealth Scientific and Industrial]
apnic,AU,ipv4,203.0.89.0,24,*
apnic,AU,ipv4,203.0.92.0,22,[58686;AU;SUT-AS-AP Swinburne University of Technology]
apnic,AU,ipv4,203.0.100.0,24,[134150;AU;CSIRO-RARN-AS-AP Commonwealth Scientific and Industrial Research Organisation][134111;AU;CSIRO-PAWSEY-AS-AP Commonwealth Scientific and Industrial Research Organisation][6262;AU;CSIRO Commonwealth Scientific and Industrial]
apnic,AU,ipv4,203.0.101.0,24,[138342;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][138337;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][133486;HK;DTAPL-AS-HKG DXC Technology Australia Pty Limited][132609;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][132596;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][132474;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][132451;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][132121;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][132095;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][132078;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][17916;AU;DTAPL-IGN-AUNZ-AP DXC Technology Australia Pty Limited][17647;AU;DTAPL-AU-AP DXC Technology Australia Pty Limited]
apnic,AU,ipv4,203.0.103.0,24,[59246;AU;MAZDA-AS-AP Mazda Australia Pty Ltd]
apnic,AU,ipv4,203.0.116.0,22,[18361;AU;ASX-AS-AP ASX Operations Pty Ltd][17751;AU;ASX-AS-AP ASX Operations Pty Ltd]
apnic,AU,ipv4,203.0.120.0,24,[153720;AU;MARKDELANY-AS-AP Mark Delany]
apnic,AU,ipv4,203.0.121.0,24,*
apnic,AU,ipv4,203.0.123.0,24,*
apnic,AU,ipv4,203.0.124.0,22,[45610;AU;NGMGL-AS-AP Newcastle Greater Mutual Group Ltd][23722;AU;NGMGL-AS-AP Newcastle Greater Mutual Group Ltd]
apnic,AU,ipv4,203.0.129.0,24,*
apnic,AU,ipv4,203.0.138.0,24,[135625;AU;FDMSAPL-AS-AP FUJIFILM Data Management Solutions Australia Pty Ltd][132715;AU;FDMSAPL-AS-AP FUJIFILM Data Management Solutions Australia Pty Ltd]
apnic,AU,ipv4,203.0.141.0,24,[134786;AU;BURNETINSTITUTE-AS-AP The Macfarlane Burnet Institute for Medical]
apnic,AU,ipv4,203.0.149.0,24,[132000;AU;HANSEN-AS-AP Hansen Corporation Pty Ltd][24008;AU;HANSEN-AU Hansen Technologies Doncaster]
apnic,AU,ipv4,203.0.153.0,24,[134347;AU;BASE64-AS-AP Base64 Pty Ltd]
apnic,AU,ipv4,203.0.155.0,24,[45570;AU;NETPRES-AS-AP Network Presence]
apnic,AU,ipv4,203.0.156.0,22,[9408;AU;GJAMES-AS-AP G. James Australia Pty. Ltd.]
apnic,AU,ipv4,203.0.168.0,23,*
apnic,AU,ipv4,203.0.170.0,23,*
apnic,AU,ipv4,203.0.172.0,22,*
apnic,AU,ipv4,203.0.178.0,24,[37928;AU;TRANSACT-IX-AS-AP TransACT Capital Communications Pty Limited][24037;AU;FUSION-AS-AU-AP Fusion Enterprises Pty Ltd][23645;AU;BBW-AS-AP Broadband Wireless Pty Ltd][18371;AU;NCABLE-AP Neighbourhood Cable][9556;AU;IINET-AU iiNet Limited][9543;AU;WESTNET-AS-AP Westnet Internet Services][7718;AU;TRANSACT-SDN-AS TransACT Capital Communications Pty Limited][7498;AU;IINET-WA-AS-AP iiNet Limited][4854;AU;IINET-AU Netspace Online Systems][4802;AU;ASN-IINET iiNet Limited][4739;AU;INTERNODE-AS Internode Pty Ltd]
apnic,AU,ipv4,203.0.228.0,22,[133787;AU;PRIMARY-HEALTHCARE-AS-AP Primary Health Care]
apnic,AU,ipv4,203.1.3.0,24,[133546;AU;BFG-AS-AP Bell Potter Securities Ltd]
apnic,AU,ipv4,203.1.16.0,24,*
apnic,AU,ipv4,203.1.20.0,23,[137906;AU;OVATO-CDC-AS-AP OVATO LIMITED]
apnic,AU,ipv4,203.1.24.0,24,*
apnic,AU,ipv4,203.1.28.0,24,*
apnic,AU,ipv4,203.1.29.0,24,*
apnic,AU,ipv4,203.1.30.0,24,*
apnic,AU,ipv4,203.1.64.0,24,*
apnic,AU,ipv4,203.1.68.0,24,[9913;AU;IIG-AS-AP Internet Information Group]
apnic,AU,ipv4,203.1.69.0,24,[9913;AU;IIG-AS-AP Internet Information Group]
apnic,AU,ipv4,203.1.104.0,22,[38534;AU;ISCPL-AS-AP IOOF SERVICE CO PTY LTD]
apnic,AU,ipv4,203.1.110.0,24,*
apnic,AU,ipv4,203.1.111.0,24,*
apnic,AU,ipv4,203.1.216.0,22,[133787;AU;PRIMARY-HEALTHCARE-AS-AP Primary Health Care]
apnic,AU,ipv4,203.1.220.0,23,[133787;AU;PRIMARY-HEALTHCARE-AS-AP Primary Health Care]
apnic,AU,ipv4,203.1.222.0,24,[133787;AU;PRIMARY-HEALTHCARE-AS-AP Primary Health Care]
apnic,AU,ipv4,203.1.223.0,24,*
apnic,AU,ipv4,203.1.248.0,22,[137232;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][45201;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][38014;AU;GENERAL-PANTS-AU-AP General Pants Co  Sell Cloth][23609;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][17766;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][9797;AU;NEXONASIAPACIFIC-AS-AP Nexon Asia Pacific PL][7567;AU;ASIANONLINEAUS2-AS-AP Nexon Asia Pacific][4786;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd]
apnic,AU,ipv4,203.1.252.0,24,[136572;AU;TOOTCIO-AS-AP Office of The Chief Information Officer OCIO]
apnic,AU,ipv4,203.2.75.0,24,[56104;AU;MEDICARE_AUSTRALIA Optus Customer Network][56084;AU;MEDICARE-AUSTRALIA-AP Optus Customer Network][45623;AU;MEDICARE_AUSTRALIA Optus Customer Network][45228;AU;WESTPAC-BANKING-CORPORATION-AP Optus Customer Network][45206;AU;ANGLO-COAL-AUSTRALIA-PTY-LTD Optus Customer Network][38214;AU;SYD_CATCHMENT_AUTHORITY Optus Customer Network][37931;AU;IBS-SIG Optus Customer Network][24510;AU;HOLMESGLEN-INSTITUTE-OF-TAFE-AP Optus Customer Network][24340;AU;LOGAN-CITY-COUNCIL-AS-AP Optus Customer Network][23968;AU;AMALGAMATED-HOLDINGS-LIMITED-AP Optus Customer Network][23909;AU;IDS-AS-AP Information Dialing Services Pty Ltd][23895;AU;WESTPAC-BANKING-CORPORATION-AS-AP Optus Customer Network][18430;AU;BLUE-TONGUE-ENTERTAINMENT-AP Optus Customer Network][18213;AU;ZENTO-AS-AP Optus Customer Network][18208;AU;ABNAMRO-AP CWO Customer Network][18191;AU;AIRSERVICESAUS-AP OPTUS CUSTOMER NETWORK][18102;AU;HIC-AP Avantra House][17757;AU;HPAUS-AP HP Australia][17738;AU;AGENBIOMEDICAL Agen Biomedical Ltd][17722;AU;BUTTERWORTHS-AP Butterworths Australia][17719;AU;OPTUSCOM-AS02-AU-AP SingTel Optus Pty Ltd][17662;AU;NETSTAR-AP NetStar Networks Systems Integrator Sydney Head Office][17461;AU;DPWSAU-AP NSW Department of Commerce][10237;AU;DUN-AND-BRADSTREET-AP Dun & Bradstreet Australia Provider of Business][10221;AU;HEWLETT-PACKARD Multi-homed connections to multiple ISPs providing][10218;AU;MINCOM-LIMITED-AS-AP Optus Customer Network][10150;AU;TENNET-AU-AP Optus Customer Network][10142;AU;WELL-COM-PTY-LTD Well.Com Pre-Press Services][10134;AU;WEBCOM-AP We are an ASPISP][10128;AU;IAG-AS-AP Optus Customer Network][10119;AU;INFORMATION-SOLUTION-WORKS-AP ISW Head Office in Hobart][10115;AU;ATOAS-AP Australian Taxation OAffice][9985;AU;NIAUSAS-AP News Interactive NI australian AS number][9983;AU;ABS-AS-AP Australian Bureau of Statistics.][9933;AU;AHCL-AP AHCL Health Network][9932;AU;HIC-AP Health Insurance Commission][9746;AU;IGOLD-AS-AP Online Interactive gaming solution][9682;AU;MBF-AP Medical Benefit Funds of Australia][9672;AU;WEST-AUSTRALIAN-NEWSPAPERS-AP Optus Customer Network][9668;AU;AMLINK-AP AMLINK Technologies][9626;AU;SEVEN-NETWORK-AP Optus Customer Network][9624;AU;BNP-AUSTRALIA-AP Banque Nationale de Paris][9564;AU;ANZ-BANK-AP Australia and New Zealand Banking Group Limited][9553;AU;GLOBALWEB-AS-AP Global Web Pty Ltd][9550;AU;VIVANET-AU-AP Vivanet Pty Ltd][9480;AU;SHOALI-OPTUS-AP SHOALHAVEN INTERNET][9477;AU;IRG-AS-AP Internet Reach Group][9473;AU;BOURSEDATA-AS-AP Bourse Data Australia][9447;AU;FORD-AS-AP Ford Motor Company of Australia][9438;AU;NETRO-AS-AP Netro][9426;AU;WESTPAC-AS-AP Westpac Bank][9279;AU;EDS-AU-AS EDS Australia Pty Ltd][9261;AU;COMMBANK-AS-AP Commonwealth Bank of Australia][9257;AU;QLD-CEMENT-BRISBANE-AP QLD Cement Internet Connection][9252;AU;COLONIAL-AS-AP Colonial is a major all-finance institution.][9250;AU;FLEETONLINE-AP Network Access via Frame Relay using unbundled BGP4][9243;AU;CCHAUSTLTD-AP CCH Australia Limited][7474;AU;OPTUSCOM-AS01-AU SingTel Optus Pty Ltd][4804;AU;MPX-AS Microplex PTY LTD][4794;AU;OV-NSW-QLD-AP Optus Vision][4778;AU;BORAL-LIMITED-AP Optus Customer Network][4643;AU;TXU-AS-AP Optus Customer Network]
apnic,AU,ipv4,203.2.76.0,22,*
apnic,AU,ipv4,203.2.120.0,23,*
apnic,AU,ipv4,203.2.122.0,24,[136811;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][134441;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][133480;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][133332;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][132393;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][63956;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][56163;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][45214;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][38877;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][38318;AU;AFL-TRANSIT-AS-AP Transit AS for delivery of content][24557;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][24446;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][24330;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][23705;AU;EDUCATION-QUEENSLAND-AS-AP Queensland State Government Department responsible][18099;AU;HIS-AS-AP 5G NETWORK OPERATIONS PTY LTD][17467;AU;HWC-AS-AP 5G NETWORK OPERATIONS PTY LTD][9736;AU;INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD][9667;AU;HOSTWORKS-AS-AP 5G NETWORK OPERATIONS PTY LTD][9412;AU;HCDS-AS-AP 5G NETWORK OPERATIONS PTY LTD]
apnic,AU,ipv4,203.2.123.0,24,[152695;AU;PFAPL-AS-AP Premium Floors Australia Pty Ltd]
apnic,AU,ipv4,203.2.124.0,24,[37928;AU;TRANSACT-IX-AS-AP TransACT Capital Communications Pty Limited][24037;AU;FUSION-AS-AU-AP Fusion Enterprises Pty Ltd][23645;AU;BBW-AS-AP Broadband Wireless Pty Ltd][18371;AU;NCABLE-AP Neighbourhood Cable][9556;AU;IINET-AU iiNet Limited][9543;AU;WESTNET-AS-AP Westnet Internet Services][7718;AU;TRANSACT-SDN-AS TransACT Capital Communications Pty Limited][7498;AU;IINET-WA-AS-AP iiNet Limited][4854;AU;IINET-AU Netspace Online Systems][4802;AU;ASN-IINET iiNet Limited][4739;AU;INTERNODE-AS Internode Pty Ltd]
apnic,AU,ipv4,203.2.125.0,24,[149847;AU;TAH-AS-AP TABCORP HOLDINGS LIMITED][136594;AU;TCL-AS-AP TABCORP HOLDINGS LIMITED]
apnic,AU,ipv4,203.2.132.0,24,[58414;AU;COMPUTERSHARE-AS-AP Computershare Technology Services]
apnic,AU,ipv4,203.2.133.0,24,*
apnic,AU,ipv4,203.2.134.0,24,[37928;AU;TRANSACT-IX-AS-AP TransACT Capital Communications Pty Limited][24037;AU;FUSION-AS-AU-AP Fusion Enterprises Pty Ltd][23645;AU;BBW-AS-AP Broadband Wireless Pty Ltd][18371;AU;NCABLE-AP Neighbourhood Cable][9556;AU;IINET-AU iiNet Limited][9543;AU;WESTNET-AS-AP Westnet Internet Services][7718;AU;TRANSACT-SDN-AS TransACT Capital Communications Pty Limited][7498;AU;IINET-WA-AS-AP iiNet Limited][4854;AU;IINET-AU Netspace Online Systems][4802;AU;ASN-IINET iiNet Limited][4739;AU;INTERNODE-AS Internode Pty Ltd]
apnic,AU,ipv4,203.2.135.0,24,[45522;AU;EDITURE-AS-AP Editure Education Services]
apnic,AU,ipv4,203.2.136.0,22,*
apnic,AU,ipv4,203.2.144.0,24,*
apnic,AU,ipv4,203.2.146.0,23,*
apnic,AU,ipv4,203.2.158.0,23,[135612;AU;HYDROELECTRIC-AS-AP Hydro-Electric Corporation]
apnic,AU,ipv4,203.2.182.0,24,[55924;AU;ALIWEB-AS-AP Aristocrat Technologies]
apnic,AU,ipv4,203.2.183.0,24,[55924;AU;ALIWEB-AS-AP Aristocrat Technologies]
apnic,AU,ipv4,203.2.192.0,22,[10027;AU;VZB-AU-AS Verizon Australia PTY Limited][9555;AU;VZB-AU-AS Verizon Australia PTY Limited][9467;AU;UUNET-AU-AP UUNET Australia][9309;AU;OZEMAIL-SAT-AS-AP OzemailAccess One Satellite][4860;AU;VZB-AU-AS Verizon Australia PTY Limited][4740;AU;OZEMAIL-AS OzEmail ISP][4433;AU;ERX-ACCESS-ONE UUNET]
apnic,AU,ipv4,203.2.199.0,24,*
apnic,AU,ipv4,203.2.208.0,24,[10027;AU;VZB-AU-AS Verizon Australia PTY Limited][9555;AU;VZB-AU-AS Verizon Australia PTY Limited][9467;AU;UUNET-AU-AP UUNET Australia][9309;AU;OZEMAIL-SAT-AS-AP OzemailAccess One Satellite][4860;AU;VZB-AU-AS Verizon Australia PTY Limited][4740;AU;OZEMAIL-AS OzEmail ISP][4433;AU;ERX-ACCESS-ONE UUNET]
apnic,AU,ipv4,203.2.212.0,23,*
apnic,AU,ipv4,203.2.216.0,24,*
apnic,AU,ipv4,203.2.217.0,24,*
apnic,AU,ipv4,203.2.218.0,24,[9342;AU;ABC-AS-AP Australian Broadcasting Corporation]
apnic,AU,ipv4,203.2.219.0,24,*
apnic,AU,ipv4,203.2.220.0,22,[45803;AU;DUNBRADSTREET-AU Dun & Bradstreet Australia Pty Ltd]
apnic,AU,ipv4,203.2.224.0,24,*
apnic,AU,ipv4,203.2.228.0,24,[150689;AU;TELSTRA-AS-CIR-AP Telstra CIR Telstra Limited][149288;AU;TELSTRA-AS-AP Telstra Limited][141886;AU;TELSTRA-MAPS-AP Telstra UC MAPS Network Telstra Limited][135887;AU;TELSTRA-BELONG-AP Belong Telstra Limited][135599;AU;TELSTRA-GLOBALCDC-AP Telstra Limited][135313;AU;TELSTRA-AS-AP Telstra Corporation Limited][135083;AU;TELSTRA-AS-AP Telstra Limited][135052;AU;TELSTRA-AS-AP Telstra Corporation Limited][133931;AU;TELSTRA-AS-AP Telstra Limited][133859;AU;TELSTRA-AS-AP Telstra Limited][132292;AU;ASN-TELSTRA-03 Telstra Limited][132029;AU;ASN-TELSTRA-02 Telstra Limited][37978;AU;NETTAS-AS-AP Networking Tasmania][9514;AU;APIC-AP Asia-Pacific Inter-Carrier services][4632;AU;TMNS-AS Telstra Managed Network Services][1221;AU;ASN-TELSTRA Telstra Limited]
apnic,AU,ipv4,203.2.230.0,24,[139745;AU;DOWNERGROUP-AS-AP Downer EDI Limited][38012;AU;DOWNERGROUP-AS-AP Downer EDI Limited]
apnic,AU,ipv4,203.2.231.0,24,*
apnic,AU,ipv4,203.2.232.0,22,[139745;AU;DOWNERGROUP-AS-AP Downer EDI Limited][38012;AU;DOWNERGROUP-AS-AP Downer EDI Limited]
apnic,AU,ipv4,203.3.64.0,22,[150333;AU;COTCOGC-AS-AP GOLD COAST CITY COUNCIL][38863;AU;COTCOGC-AS-AP GOLD COAST CITY COUNCIL]
apnic,AU,ipv4,203.3.69.0,24,*
apnic,AU,ipv4,203.3.71.0,24,*
apnic,AU,ipv4,203.3.76.0,24,[139607;AU;TATTSGROUPLIMITED-AS-AP Tatts Group Limited Tabcorp]
apnic,AU,ipv4,203.3.78.0,24,*
apnic,AU,ipv4,203.3.79.0,24,[153364;AU;PETROSYS-AS-AP Petrosys Pty Ltd]
apnic,AU,ipv4,203.3.100.0,22,*
apnic,AU,ipv4,203.3.108.0,22,[17730;AU;CROWN-AP Crown Limited Autonomous System]
apnic,AU,ipv4,203.3.122.0,24,*
apnic,AU,ipv4,203.3.124.0,22,[151499;AU;APANAI-AS-AP Australian Public Access Network Association Inc]
apnic,AU,ipv4,203.3.128.0,23,[138342;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][138337;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][133486;HK;DTAPL-AS-HKG DXC Technology Australia Pty Limited][132609;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][132596;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][132474;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][132451;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][132121;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][132095;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][132078;AU;DTAPL-AS-AP DXC Technology Australia Pty Limited][17916;AU;DTAPL-IGN-AUNZ-AP DXC Technology Australia Pty Limited][17647;AU;DTAPL-AU-AP DXC Technology Australia Pty Limited]
apnic,AU,ipv4,203.3.130.0,24,[45913;AU;SEVEN-AS-AP Seven Networks Operations Ltd][24007;AU;SEVEN-AS-AP Seven Network ASN]
apnic,AU,ipv4,203.3.133.0,24,*
apnic,AU,ipv4,203.3.137.0,24,*
apnic,AU,ipv4,203.3.138.0,24,*
apnic,AU,ipv4,203.3.142.0,24,*
apnic,AU,ipv4,203.3.160.0,22,*
apnic,AU,ipv4,203.3.166.0,24,[137232;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][45201;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][38014;AU;GENERAL-PANTS-AU-AP General Pants Co  Sell Cloth][23609;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][17766;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][9797;AU;NEXONASIAPACIFIC-AS-AP Nexon Asia Pacific PL][7567;AU;ASIANONLINEAUS2-AS-AP Nexon Asia Pacific][4786;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd]
apnic,AU,ipv4,203.3.167.0,24,[24479;AU;EET-NEXIUM-AS-AP Nexium  Ergon Energy Telecommunications.]
apnic,AU,ipv4,203.4.137.0,24,[153177;AU;STEVENHAIGH-AS-AP Steven Haigh]
apnic,AU,ipv4,203.4.138.0,23,[153177;AU;STEVENHAIGH-AS-AP Steven Haigh]
apnic,AU,ipv4,203.4.140.0,22,[153177;AU;STEVENHAIGH-AS-AP Steven Haigh]
apnic,AU,ipv4,203.4.144.0,22,*
apnic,AU,ipv4,203.4.148.0,23,*
apnic,AU,ipv4,203.4.161.0,24,[138455;AU;GH-AS-AP Grampians Health]
apnic,AU,ipv4,203.4.162.0,24,[55519;AU;CYNERGIC3-AS-AP Cynergic Pty Ltd][38276;AU;CYNERGIC2-AS-AP Cynergic Communications - WA Peering AS Number Colo2][18405;AU;SNOWREGAL-AS-AP Snowregal Holdings TA Digital Data Solutions Perth Peering AS][10083;AU;CYNERGIC-AS-AP Cynergic Internet][9301;AU;EWN-AS-AP Cynergic]
apnic,AU,ipv4,203.4.164.0,22,[149872;AU;PMCI-AS-AP Peter MacCallum Cancer Institute]
apnic,AU,ipv4,203.4.168.0,22,[37990;AU;NRGGOS NRG Gladstone Operating Services  Electricity Generation  Gladstone  QLD  Australia]
apnic,AU,ipv4,203.4.172.0,23,[37928;AU;TRANSACT-IX-AS-AP TransACT Capital Communications Pty Limited][24037;AU;FUSION-AS-AU-AP Fusion Enterprises Pty Ltd][23645;AU;BBW-AS-AP Broadband Wireless Pty Ltd][18371;AU;NCABLE-AP Neighbourhood Cable][9556;AU;IINET-AU iiNet Limited][9543;AU;WESTNET-AS-AP Westnet Internet Services][7718;AU;TRANSACT-SDN-AS TransACT Capital Communications Pty Limited][7498;AU;IINET-WA-AS-AP iiNet Limited][4854;AU;IINET-AU Netspace Online Systems][4802;AU;ASN-IINET iiNet Limited][4739;AU;INTERNODE-AS Internode Pty Ltd]
apnic,AU,ipv4,203.4.181.0,24,[58414;AU;COMPUTERSHARE-AS-AP Computershare Technology Services]
apnic,AU,ipv4,203.4.182.0,23,[138390;AU;TGSNSW-NON-AS-AP Trinity Grammar School]
apnic,AU,ipv4,203.4.185.0,24,[137232;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][45201;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][38014;AU;GENERAL-PANTS-AU-AP General Pants Co  Sell Cloth][23609;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][17766;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd][9797;AU;NEXONASIAPACIFIC-AS-AP Nexon Asia Pacific PL][7567;AU;ASIANONLINEAUS2-AS-AP Nexon Asia Pacific][4786;AU;NEXON-AS-AP Nexon Asia Pacific Pty Ltd]
apnic,AU,ipv4,203.4.188.0,22,[17765;AU;AAPIS-SYDNEY-AP Australian Associated Press]
apnic,AU,ipv4,203.4.200.0,22,[136495;AU;NLA-AS-AP National Library of Australia][4822;AU;NATIONAL-LIBRARY-AU National Library of Australia]
apnic,AU,ipv4,203.4.204.0,24,[45868;AU;FUJITSU-AS-AP FUJITSU AUSTRALIA LTD][18108;AU;FUJITSU-AP Fujitsu Australia Ltd]
apnic,AU,ipv4,203.4.224.0,23,[138201;AU;MGGS-AS-AP Melbourne Girls Grammar School]
apnic,AU,ipv4,203.4.226.0,24,[151499;AU;APANAI-AS-AP Australian Public Access Network Association Inc]
apnic,AU,ipv4,203.4.228.0,24,*
apnic,AU,ipv4,203.4.229.0,24,[45431;AU;AG-CWLTH-AU 24 Wormald Street]
apnic,AU,ipv4,203.5.0.0,24,[7701;AU;GPSTERN-AS-AP G. P. STERN PTY LTD]
apnic,AU,ipv4,203.5.1.0,24,*
apnic,AU,ipv4,203.5.6.0,24,*
apnic,AU,ipv4,203.5.10.0,24,[153308;AU;CITEC-BNE1-AS-AP CITEC  Queensland Government Business][45837;AU;CITECGOV-AU-AP CITEC  Queensland Government Business][9650;AU;CITEC-AU-AP QLD Government Business IT][9258;AU;CITEC-NSW-AP CITEC]
apnic,AU,ipv4,203.5.13.0,24,*
apnic,AU,ipv4,203.5.18.0,24,*
apnic,AU,ipv4,203.5.25.0,24,[38287;AU;VGEX-MELB-AP Cenitex][9893;AU;DSE-VIC-GOV-AS Cenitex]
apnic,AU,ipv4,203.5.40.0,22,*
apnic,AU,ipv4,203.5.45.0,24,[138335;AU;BBIOPL-AS-AP BHP BILLITON IRON ORE PTY. LTD.][137457;AU;BHP-AS-BNE BHP  480 Queen Street  Australia][137456;SG;BHP-AS-SIN BHP  MBFC Tower 2  Singapore][135317;AU;BBIOPL-AS-AP BHP BILLITON IRON ORE PTY. LTD.][134589;AU;BHP-NET BHP  125 St. Georges Terrace  Perth  Australia]
